Entry	Entry name	Protein names	Gene names	Organism	Organism ID	Length	Mass	EC number	Gene ontology (biological process)	Gene ontology (cellular component)	Gene ontology (molecular function)	PubMed ID
Q5UR41	YR561_MIMIV	Uncharacterized protein R561	MIMI_R561	Acanthamoeba polyphaga mimivirus (APMV)	212035	256	29,212					15486256
Q5UR42	YR564_MIMIV	Uncharacterized protein R564	MIMI_R564	Acanthamoeba polyphaga mimivirus (APMV)	212035	137	15,985					15486256
Q5UR47	YR570_MIMIV	Uncharacterized protein R570	MIMI_R570	Acanthamoeba polyphaga mimivirus (APMV)	212035	247	28,603					15486256
Q5UR93	YR579_MIMIV	Putative ankyrin repeat protein R579	MIMI_R579	Acanthamoeba polyphaga mimivirus (APMV)	212035	463	53,811					15486256
Q5UP61	YR602_MIMIV	Putative ankyrin repeat protein R602	MIMI_R602	Acanthamoeba polyphaga mimivirus (APMV)	212035	304	34,697					15486256
Q5UP69	YR607_MIMIV	Uncharacterized protein R607	MIMI_R607	Acanthamoeba polyphaga mimivirus (APMV)	212035	298	35,079					15486256
Q7T6X1	YR610_MIMIV	Uncharacterized protein R610	MIMI_R610	Acanthamoeba polyphaga mimivirus (APMV)	212035	332	37,372			virion [GO:0019012]		15486256; 16971431
Q5UR70	YR626_MIMIV	Uncharacterized protein R626	MIMI_R626	Acanthamoeba polyphaga mimivirus (APMV)	212035	599	69,418					15486256
Q5UQ64	YR653_MIMIV	Uncharacterized protein R653	MIMI_R653	Acanthamoeba polyphaga mimivirus (APMV)	212035	227	26,425			virion [GO:0019012]		15486256; 16971431
Q5UR15	YR660_MIMIV	Uncharacterized protein R660	MIMI_R660	Acanthamoeba polyphaga mimivirus (APMV)	212035	206	24,341			integral component of membrane [GO:0016021]		15486256
Q5UNV1	YR691_MIMIV	Uncharacterized protein R691	MIMI_R691	Acanthamoeba polyphaga mimivirus (APMV)	212035	275	32,381			virion [GO:0019012]		15486256; 16971431
Q5UNW4	YR704_MIMIV	Uncharacterized protein R704	MIMI_R704	Acanthamoeba polyphaga mimivirus (APMV)	212035	565	66,737					15486256
Q5UPR7	YR773_MIMIV	Putative BTB/POZ domain-containing protein R773	MIMI_R773	Acanthamoeba polyphaga mimivirus (APMV)	212035	489	56,386					15486256
Q5UR97	YL575_MIMIV	Uncharacterized protein L575	MIMI_L575	Acanthamoeba polyphaga mimivirus (APMV)	212035	277	32,730					15486256
Q5UR78	YL630_MIMIV	Uncharacterized protein L630	MIMI_L630	Acanthamoeba polyphaga mimivirus (APMV)	212035	200	24,046			integral component of membrane [GO:0016021]		15486256
Q5UP44	YL645_MIMIV	Uncharacterized protein L645	MIMI_L645	Acanthamoeba polyphaga mimivirus (APMV)	212035	407	47,441					15486256
Q5UR08	YL649_MIMIV	Uncharacterized protein L649	MIMI_L649	Acanthamoeba polyphaga mimivirus (APMV)	212035	281	32,384					15486256
Q5UNT9	YL677_MIMIV	Putative ankyrin repeat protein L677	MIMI_L677	Acanthamoeba polyphaga mimivirus (APMV)	212035	104	11,875					15486256
Q5UNV8	YL697_MIMIV	Uncharacterized protein L697	MIMI_L697	Acanthamoeba polyphaga mimivirus (APMV)	212035	375	44,683					15486256
Q5UQ55	YL711_MIMIV	Uncharacterized protein L711	MIMI_L711	Acanthamoeba polyphaga mimivirus (APMV)	212035	374	43,727					15486256
Q5UNX2	YL715_MIMIV	Putative ankyrin repeat protein L715	MIMI_L715	Acanthamoeba polyphaga mimivirus (APMV)	212035	275	31,454					15486256
Q5UNX5	YL725_MIMIV	Uncharacterized protein L725	MIMI_L725	Acanthamoeba polyphaga mimivirus (APMV)	212035	224	26,538			virion [GO:0019012]		15486256; 16971431
Q5UNY0	YL732_MIMIV	Uncharacterized protein L732	MIMI_L732	Acanthamoeba polyphaga mimivirus (APMV)	212035	188	22,326					15486256
Q5UNY7	YL737_MIMIV	Uncharacterized protein L737	MIMI_L737	Acanthamoeba polyphaga mimivirus (APMV)	212035	248	28,147					15486256
Q5UPS4	YL781_MIMIV	Uncharacterized protein L781	MIMI_L781	Acanthamoeba polyphaga mimivirus (APMV)	212035	151	17,672					15486256
Q5UR57	YL805_MIMIV	Uncharacterized protein L805	MIMI_L805	Acanthamoeba polyphaga mimivirus (APMV)	212035	192	22,148					15486256
Q5UQ33	YL813_MIMIV	Uncharacterized protein L813	MIMI_L813	Acanthamoeba polyphaga mimivirus (APMV)	212035	102	11,833			integral component of membrane [GO:0016021]		15486256
Q5UQJ1	YL834_MIMIV	Putative BTB/POZ domain-containing protein L834	MIMI_L834	Acanthamoeba polyphaga mimivirus (APMV)	212035	262	31,036					15486256
Q5UQJ3	YL862_MIMIV	Uncharacterized protein L862	MIMI_L862	Acanthamoeba polyphaga mimivirus (APMV)	212035	319	37,119					15486256
Q5UQY2	YL888_MIMIV	Uncharacterized protein L888	MIMI_L888	Acanthamoeba polyphaga mimivirus (APMV)	212035	271	31,418		peptidyl-amino acid modification [GO:0018193]			15486256
Q5UQY8	YL897_MIMIV	Putative ankyrin repeat protein L897	MIMI_L897	Acanthamoeba polyphaga mimivirus (APMV)	212035	322	38,328					15486256
Q5UPA1	YR024_MIMIV	Uncharacterized protein R24	MIMI_R24	Acanthamoeba polyphaga mimivirus (APMV)	212035	171	20,226					15486256
Q5UPC5	YR047_MIMIV	Uncharacterized protein R47	MIMI_R47	Acanthamoeba polyphaga mimivirus (APMV)	212035	201	23,474					15486256
Q5UPE6	YR069_MIMIV	Uncharacterized protein R69	MIMI_R69	Acanthamoeba polyphaga mimivirus (APMV)	212035	312	37,008					15486256
Q5UPH3	YR097_MIMIV	Uncharacterized protein R97	MIMI_R97	Acanthamoeba polyphaga mimivirus (APMV)	212035	279	32,656					15486256
Q5UPJ1	YR118_MIMIV	Uncharacterized protein R118	MIMI_R118	Acanthamoeba polyphaga mimivirus (APMV)	212035	356	40,596					15486256
Q5UPJ6	YR125_MIMIV	Uncharacterized Bro-N domain-containing protein R125	MIMI_R125	Acanthamoeba polyphaga mimivirus (APMV)	212035	196	23,256					15486256
Q5UQP1	YR447_MIMIV	Uncharacterized protein R447	MIMI_R447	Acanthamoeba polyphaga mimivirus (APMV)	212035	123	14,520					15486256
Q5UQD8	YR463_MIMIV	Uncharacterized protein R463	MIMI_R463	Acanthamoeba polyphaga mimivirus (APMV)	212035	293	34,208			virion [GO:0019012]		15486256; 16971431
Q5UQ68	YR505_MIMIV	Uncharacterized protein R505	MIMI_R505	Acanthamoeba polyphaga mimivirus (APMV)	212035	405	46,027					15486256
Q5UQA4	YR545_MIMIV	HMG box-containing protein R545	MIMI_R545	Acanthamoeba polyphaga mimivirus (APMV)	212035	282	29,882				DNA binding [GO:0003677]	15486256
Q5UR34	YR554_MIMIV	Uncharacterized protein R554	MIMI_R554	Acanthamoeba polyphaga mimivirus (APMV)	212035	406	45,755					15486256
Q5UP66	YR597_MIMIV	Putative ankyrin repeat protein R597	MIMI_R597	Acanthamoeba polyphaga mimivirus (APMV)	212035	274	32,179					15486256
Q5UP68	YR608_MIMIV	Uncharacterized protein R608	MIMI_R608	Acanthamoeba polyphaga mimivirus (APMV)	212035	246	28,134					15486256
Q5UR68	YR616_MIMIV	Uncharacterized protein R616	MIMI_R616	Acanthamoeba polyphaga mimivirus (APMV)	212035	353	39,779					15486256
Q5UR76	YR632_MIMIV	Uncharacterized protein R632	MIMI_R632	Acanthamoeba polyphaga mimivirus (APMV)	212035	321	37,231		lipid metabolic process [GO:0006629]			15486256
Q5UR86	YR635_MIMIV	Uncharacterized protein R635	MIMI_R635	Acanthamoeba polyphaga mimivirus (APMV)	212035	408	47,490					15486256
Q5UR83	YR638_MIMIV	Putative F-box protein R638	MIMI_R638	Acanthamoeba polyphaga mimivirus (APMV)	212035	134	16,276					15486256
Q5UR89	YR643_MIMIV	Uncharacterized protein R643	MIMI_R643	Acanthamoeba polyphaga mimivirus (APMV)	212035	361	35,641					15486256
Q5UR07	YR650_MIMIV	Uncharacterized protein R650	MIMI_R650	Acanthamoeba polyphaga mimivirus (APMV)	212035	422	50,326					15486256
Q5UNU8	YR694_MIMIV	Uncharacterized protein R694	MIMI_R694	Acanthamoeba polyphaga mimivirus (APMV)	212035	111	12,427			integral component of membrane [GO:0016021]		15486256
Q5UNW3	YR705_MIMIV	Uncharacterized protein R705	MIMI_R705	Acanthamoeba polyphaga mimivirus (APMV)	212035	313	34,452			virion [GO:0019012]		15486256; 16971431
Q5UNX9	YR721_MIMIV	Uncharacterized protein R721	MIMI_R721	Acanthamoeba polyphaga mimivirus (APMV)	212035	270	31,169			virion [GO:0019012]		15486256; 16971431
Q5UPP9	YR758_MIMIV	Uncharacterized protein R758	MIMI_R758	Acanthamoeba polyphaga mimivirus (APMV)	212035	183	21,353		deoxyribonucleotide catabolic process [GO:0009264]		5'-nucleotidase activity [GO:0008253]	15486256
Q5UPR3	YR777_MIMIV	Putative ankyrin repeat protein R777	MIMI_R777	Acanthamoeba polyphaga mimivirus (APMV)	212035	305	34,638					15486256
Q5UQ08	YR787_MIMIV	Putative ankyrin repeat protein R787	MIMI_R787	Acanthamoeba polyphaga mimivirus (APMV)	212035	437	49,402					15486256
Q5UQ38	YR797_MIMIV	Putative ankyrin repeat protein L797	MIMI_R797	Acanthamoeba polyphaga mimivirus (APMV)	212035	445	52,636					15486256
Q5UR60	YR802_MIMIV	Uncharacterized protein R802	MIMI_R802	Acanthamoeba polyphaga mimivirus (APMV)	212035	247	27,570		nucleoside metabolic process [GO:0009116]		catalytic activity [GO:0003824]	15486256
Q5UQ36	YR810_MIMIV	Putative ankyrin repeat protein R810	MIMI_R810	Acanthamoeba polyphaga mimivirus (APMV)	212035	211	24,157					15486256
Q5UQH1	YR814_MIMIV	Uncharacterized protein R814	MIMI_R814	Acanthamoeba polyphaga mimivirus (APMV)	212035	305	36,074					15486256
Q5UQG9	YR816_MIMIV	Uncharacterized protein R816	MIMI_R816	Acanthamoeba polyphaga mimivirus (APMV)	212035	202	23,276					15486256
Q5UQH2	YR819_MIMIV	Uncharacterized protein R819	MIMI_R819	Acanthamoeba polyphaga mimivirus (APMV)	212035	438	51,895					15486256
Q5UQH5	YR822_MIMIV	Uncharacterized protein R822	MIMI_R822	Acanthamoeba polyphaga mimivirus (APMV)	212035	581	68,713					15486256
Q5UQI9	YR836_MIMIV	Uncharacterized protein R836	MIMI_R836	Acanthamoeba polyphaga mimivirus (APMV)	212035	148	16,663			integral component of membrane [GO:0016021]		15486256
Q5UQI7	YR838_MIMIV	Putative ankyrin repeat protein R838	MIMI_R838	Acanthamoeba polyphaga mimivirus (APMV)	212035	276	31,444					15486256
Q5URB8	YR841_MIMIV	Putative ankyrin repeat protein R841	MIMI_R841	Acanthamoeba polyphaga mimivirus (APMV)	212035	601	69,324					15486256
Q5UP15	YR844_MIMIV	Putative ankyrin repeat protein R844	MIMI_R844	Acanthamoeba polyphaga mimivirus (APMV)	212035	214	24,395					15486256
Q5UP12	YR847_MIMIV	Putative ankyrin repeat protein R847 (Fragment)	MIMI_R847	Acanthamoeba polyphaga mimivirus (APMV)	212035	147	16,561					15486256
Q5UP31	YR850_MIMIV	Putative sel1-like repeat-containing protein R850	MIMI_R850	Acanthamoeba polyphaga mimivirus (APMV)	212035	516	60,925					15486256
Q5UP27	YR868_MIMIV	Putative ankyrin repeat protein R868	MIMI_R868	Acanthamoeba polyphaga mimivirus (APMV)	212035	201	23,709					15486256
Q5URB0	YR874_MIMIV	Uncharacterized protein R874	MIMI_R874	Acanthamoeba polyphaga mimivirus (APMV)	212035	178	20,898					15486256
Q5UQX6	YR882_MIMIV	Uncharacterized protein R882	MIMI_R882	Acanthamoeba polyphaga mimivirus (APMV)	212035	307	35,939					15486256
Q5UQY6	YR892_MIMIV	Uncharacterized protein R892	MIMI_R892	Acanthamoeba polyphaga mimivirus (APMV)	212035	269	31,460					15486256
Q5UQZ7	YR901_MIMIV	Putative ankyrin repeat protein R901	MIMI_R901	Acanthamoeba polyphaga mimivirus (APMV)	212035	361	39,742					15486256
Q5UQZ5	YR903_MIMIV	Putative ankyrin repeat protein R903	MIMI_R903	Acanthamoeba polyphaga mimivirus (APMV)	212035	365	43,145					15486256
Q5UPA0	YL025_MIMIV	Putative ankyrin repeat protein L25	MIMI_L25	Acanthamoeba polyphaga mimivirus (APMV)	212035	326	36,817					15486256
Q5UPC3	YL049_MIMIV	Uncharacterized protein L49	MIMI_L49	Acanthamoeba polyphaga mimivirus (APMV)	212035	186	21,985					15486256
Q5UPC7	YL055_MIMIV	Putative BTB/POZ domain-containing protein L55	MIMI_L55	Acanthamoeba polyphaga mimivirus (APMV)	212035	513	59,869					15486256
Q5UPE1	YL064_MIMIV	Uncharacterized protein L64	MIMI_L64	Acanthamoeba polyphaga mimivirus (APMV)	212035	565	67,172				metal ion binding [GO:0046872]; oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen [GO:0016702]	15486256
Q5UPD9	YL066_MIMIV	Putative ankyrin repeat protein L66	MIMI_L66	Acanthamoeba polyphaga mimivirus (APMV)	212035	587	67,470					15486256
Q5UPG2	YL084_MIMIV	Uncharacterized WD repeat-containing protein L84	MIMI_L84	Acanthamoeba polyphaga mimivirus (APMV)	212035	132	15,170					15486256
Q5UPG0	YL086_MIMIV	Putative ankyrin repeat protein L86	MIMI_L86	Acanthamoeba polyphaga mimivirus (APMV)	212035	576	66,137					15486256
Q5UPG9	YL089_MIMIV	Putative BTB/POZ domain-containing protein L89	MIMI_L89	Acanthamoeba polyphaga mimivirus (APMV)	212035	502	58,301					15486256
Q5UPG7	YL091_MIMIV	Putative ankyrin repeat protein L91	MIMI_L91	Acanthamoeba polyphaga mimivirus (APMV)	212035	642	73,000					15486256
Q5UPH6	YL094_MIMIV	Uncharacterized protein L94	MIMI_L94	Acanthamoeba polyphaga mimivirus (APMV)	212035	133	15,059					15486256
Q5UPH0	YL100_MIMIV	Putative ankyrin repeat protein L100	MIMI_L100	Acanthamoeba polyphaga mimivirus (APMV)	212035	602	68,515					15486256
Q5UPH9	YL105_MIMIV	Uncharacterized protein L105	MIMI_L105	Acanthamoeba polyphaga mimivirus (APMV)	212035	134	15,689					15486256
Q5UPI5	YL113_MIMIV	Uncharacterized protein L113	MIMI_L113	Acanthamoeba polyphaga mimivirus (APMV)	212035	183	21,967					15486256
Q5UPJ3	YL116_MIMIV	Uncharacterized protein L116	MIMI_L116	Acanthamoeba polyphaga mimivirus (APMV)	212035	563	66,608					15486256
Q5UPK1	YL120_MIMIV	Putative ankyrin repeat protein L120	MIMI_L120	Acanthamoeba polyphaga mimivirus (APMV)	212035	339	39,184					15486256
Q5UPJ8	YL123_MIMIV	Uncharacterized protein L123	MIMI_L123	Acanthamoeba polyphaga mimivirus (APMV)	212035	101	11,207					15486256
Q5UPL0	YL137_MIMIV	Uncharacterized protein L137	MIMI_L137	Acanthamoeba polyphaga mimivirus (APMV)	212035	732	85,621					15486256
Q5URA2	YL146_MIMIV	Uncharacterized protein L146	MIMI_L146	Acanthamoeba polyphaga mimivirus (APMV)	212035	346	40,341					15486256
Q5URA0	YL148_MIMIV	Putative ankyrin repeat protein L148	MIMI_L148	Acanthamoeba polyphaga mimivirus (APMV)	212035	229	26,222					15486256
Q5UPN3	YL167_MIMIV	Uncharacterized protein L167	MIMI_L167	Acanthamoeba polyphaga mimivirus (APMV)	212035	304	35,862					15486256
Q5UPM9	YL171_MIMIV	Uncharacterized protein L171	MIMI_L171	Acanthamoeba polyphaga mimivirus (APMV)	212035	146	17,394					15486256
Q5UPM8	YL172_MIMIV	Uncharacterized protein L172	MIMI_L172	Acanthamoeba polyphaga mimivirus (APMV)	212035	391	46,128					15486256
Q5UPP0	YL175_MIMIV	Uncharacterized protein L175	MIMI_L175	Acanthamoeba polyphaga mimivirus (APMV)	212035	385	45,800					15486256
Q5UPN6	YL179_MIMIV	Uncharacterized protein L179	MIMI_L179	Acanthamoeba polyphaga mimivirus (APMV)	212035	367	43,599					15486256
Q5UPN5	YL180_MIMIV	Uncharacterized protein L180	MIMI_L180	Acanthamoeba polyphaga mimivirus (APMV)	212035	375	44,538					15486256
Q5UQ16	YL201_MIMIV	Uncharacterized protein L201	MIMI_L201	Acanthamoeba polyphaga mimivirus (APMV)	212035	344	38,050					15486256
Q5UQ15	YL202_MIMIV	Uncharacterized protein L202	MIMI_L202	Acanthamoeba polyphaga mimivirus (APMV)	212035	151	17,588					15486256
Q5UQB8	YL223_MIMIV	Uncharacterized protein L223	MIMI_L223	Acanthamoeba polyphaga mimivirus (APMV)	212035	156	18,051					15486256
Q5UPT5	YL246_MIMIV	Uncharacterized protein L246	MIMI_L246	Acanthamoeba polyphaga mimivirus (APMV)	212035	226	27,505					15486256
Q5UPT3	YL248_MIMIV	Uncharacterized protein L248	MIMI_L248	Acanthamoeba polyphaga mimivirus (APMV)	212035	406	46,458			integral component of membrane [GO:0016021]		15486256
Q5UPV1	YL271_MIMIV	Putative ankyrin repeat protein L271	MIMI_L271	Acanthamoeba polyphaga mimivirus (APMV)	212035	728	83,052					15486256
Q5UQR7	YL324_MIMIV	Uncharacterized protein L324	MIMI_L324	Acanthamoeba polyphaga mimivirus (APMV)	212035	195	22,154					15486256
Q5UQS0	YL333_MIMIV	Uncharacterized protein L333	MIMI_L333	Acanthamoeba polyphaga mimivirus (APMV)	212035	203	23,775					15486256
Q5UQS7	YL340_MIMIV	Uncharacterized protein L340	MIMI_L340	Acanthamoeba polyphaga mimivirus (APMV)	212035	339	40,043					15486256
Q5UQN2	YL434_MIMIV	Uncharacterized protein L434	MIMI_L434	Acanthamoeba polyphaga mimivirus (APMV)	212035	159	17,244			integral component of membrane [GO:0016021]		15486256
Q5UQN6	YL442_MIMIV	Uncharacterized protein L442	MIMI_L442	Acanthamoeba polyphaga mimivirus (APMV)	212035	1259	139,334			virion [GO:0019012]		15486256; 16971431
Q5UQP6	YL456_MIMIV	Uncharacterized protein L456	MIMI_L456	Acanthamoeba polyphaga mimivirus (APMV)	212035	175	20,972					15486256
Q5UQC8	YL461_MIMIV	Uncharacterized protein L461	MIMI_L461	Acanthamoeba polyphaga mimivirus (APMV)	212035	209	24,362					15486256
Q5UQ75	YL507_MIMIV	Uncharacterized protein L507	MIMI_L507	Acanthamoeba polyphaga mimivirus (APMV)	212035	259	30,494					15486256
Q5UQ85	YL524_MIMIV	Uncharacterized protein L524	MIMI_L524	Acanthamoeba polyphaga mimivirus (APMV)	212035	379	44,738					15486256
Q5UR95	YL577_MIMIV	Uncharacterized protein L577	MIMI_L577	Acanthamoeba polyphaga mimivirus (APMV)	212035	299	35,156					15486256
Q5UR53	YL583_MIMIV	Uncharacterized protein L583	MIMI_L583	Acanthamoeba polyphaga mimivirus (APMV)	212035	104	12,395					15486256
Q5UP52	YL586_MIMIV	Uncharacterized protein L586	MIMI_L586	Acanthamoeba polyphaga mimivirus (APMV)	212035	103	11,670					15486256
Q5UP49	YL589_MIMIV	Putative ankyrin repeat protein L589	MIMI_L589	Acanthamoeba polyphaga mimivirus (APMV)	212035	274	31,677					15486256
Q5UP59	YL591_MIMIV	Uncharacterized protein L591	MIMI_L591	Acanthamoeba polyphaga mimivirus (APMV)	212035	259	29,447			virion [GO:0019012]		15486256; 16971431
Q5UQ60	YL662_MIMIV	Uncharacterized protein L662	MIMI_L662	Acanthamoeba polyphaga mimivirus (APMV)	212035	462	53,786					15486256
Q5UNS7	YL666_MIMIV	Uncharacterized protein L666	MIMI_L666	Acanthamoeba polyphaga mimivirus (APMV)	212035	251	29,855					15486256
Q5UNU1	YL675_MIMIV	Putative ankyrin repeat protein L675	MIMI_L675	Acanthamoeba polyphaga mimivirus (APMV)	212035	472	53,960					15486256
Q5UNV9	YL696_MIMIV	Uncharacterized protein L696	MIMI_L696	Acanthamoeba polyphaga mimivirus (APMV)	212035	313	36,850					15486256
Q5UQ39	YL796_MIMIV	Uncharacterized protein L796	MIMI_L796	Acanthamoeba polyphaga mimivirus (APMV)	212035	142	16,223					15486256
Q5UR59	YL803_MIMIV	Uncharacterized protein L803	MIMI_L803	Acanthamoeba polyphaga mimivirus (APMV)	212035	243	28,230					15486256
Q5UQG8	YL817_MIMIV	Uncharacterized protein L817	MIMI_L817	Acanthamoeba polyphaga mimivirus (APMV)	212035	142	16,245			integral component of membrane [GO:0016021]		15486256
Q5UP30	YL851_MIMIV	Uncharacterized protein L851	MIMI_L851	Acanthamoeba polyphaga mimivirus (APMV)	212035	100	11,505			virion [GO:0019012]		15486256; 16971431
Q5UQX7	YL881_MIMIV	Uncharacterized protein L881	MIMI_L881	Acanthamoeba polyphaga mimivirus (APMV)	212035	195	22,426					15486256
Q5UP87	YR011_MIMIV	Uncharacterized protein R11	MIMI_R11	Acanthamoeba polyphaga mimivirus (APMV)	212035	267	31,450					15486256
Q5UPM6	YR156_MIMIV	Uncharacterized protein R156	MIMI_R156	Acanthamoeba polyphaga mimivirus (APMV)	212035	253	29,315					15486256
Q5UP82	YL005_MIMIV	Uncharacterized protein L5	MIMI_L5	Acanthamoeba polyphaga mimivirus (APMV)	212035	461	53,604					15486256
Q5UP95	YL015_MIMIV	Uncharacterized protein L15	MIMI_L15	Acanthamoeba polyphaga mimivirus (APMV)	212035	116	13,667					15486256
Q5UPJ2	YL117_MIMIV	Uncharacterized protein L117	MIMI_L117	Acanthamoeba polyphaga mimivirus (APMV)	212035	112	13,756					15486256
Q5UPJ9	YL122_MIMIV	Putative ankyrin repeat protein L122	MIMI_L122	Acanthamoeba polyphaga mimivirus (APMV)	212035	627	71,885					15486256
Q5UR13	YL140_MIMIV	Uncharacterized protein L140	MIMI_L140	Acanthamoeba polyphaga mimivirus (APMV)	212035	304	36,387					15486256
Q5URA3	YL145_MIMIV	Uncharacterized protein L145	MIMI_L145	Acanthamoeba polyphaga mimivirus (APMV)	212035	274	32,244					15486256
Q5UPM1	YL149_MIMIV	Uncharacterized protein L149	MIMI_L149	Acanthamoeba polyphaga mimivirus (APMV)	212035	173	20,399					15486256
Q5UQC6	YL227_MIMIV	Uncharacterized protein L227	MIMI_L227	Acanthamoeba polyphaga mimivirus (APMV)	212035	170	20,012					15486256
Q5UPS8	YL243_MIMIV	Uncharacterized protein L243	MIMI_L243	Acanthamoeba polyphaga mimivirus (APMV)	212035	157	18,530					15486256
Q5UPW6	YL281_MIMIV	Putative FNIP repeat-containing protein L281	MIMI_L281	Acanthamoeba polyphaga mimivirus (APMV)	212035	292	33,858					15486256
Q5UPW3	YL284_MIMIV	Putative ankyrin repeat protein L284	MIMI_L284	Acanthamoeba polyphaga mimivirus (APMV)	212035	354	40,380					15486256
Q5UPW9	YL291_MIMIV	Uncharacterized protein L291	MIMI_L291	Acanthamoeba polyphaga mimivirus (APMV)	212035	595	67,056					15486256
Q5UPZ4	YL310_MIMIV	Uncharacterized protein L310	MIMI_L310	Acanthamoeba polyphaga mimivirus (APMV)	212035	164	19,414			integral component of membrane [GO:0016021]		15486256
Q5UQR2	YL320_MIMIV	Uncharacterized protein L320	MIMI_L320	Acanthamoeba polyphaga mimivirus (APMV)	212035	256	30,283		7-methylguanosine RNA capping [GO:0009452]; RNA methylation [GO:0001510]		methyltransferase activity [GO:0008168]; nucleic acid binding [GO:0003676]	15486256
Q5UQU0	YL352_MIMIV	Uncharacterized protein L352	MIMI_L352	Acanthamoeba polyphaga mimivirus (APMV)	212035	292	33,827			virion [GO:0019012]		15486256; 16971431
Q5UQW8	YL385_MIMIV	Uncharacterized protein L385	MIMI_L385	Acanthamoeba polyphaga mimivirus (APMV)	212035	141	16,593					15486256
Q5UQW5	YL388_MIMIV	Uncharacterized protein L388	MIMI_L388	Acanthamoeba polyphaga mimivirus (APMV)	212035	268	31,616					15486256
Q5UQL4	YL417_MIMIV	Uncharacterized protein L417	MIMI_L417	Acanthamoeba polyphaga mimivirus (APMV)	212035	491	56,133			virion [GO:0019012]		15486256; 16971431
Q5UQP0	YL448_MIMIV	Uncharacterized protein L448	MIMI_L448	Acanthamoeba polyphaga mimivirus (APMV)	212035	222	25,271			integral component of membrane [GO:0016021]		15486256
Q5UQQ1	YL451_MIMIV	Uncharacterized protein L451	MIMI_L451	Acanthamoeba polyphaga mimivirus (APMV)	212035	415	48,759				nucleic acid binding [GO:0003676]	15486256
Q5UQP8	YL454_MIMIV	Uncharacterized protein L454	MIMI_L454	Acanthamoeba polyphaga mimivirus (APMV)	212035	1257	142,303			virion [GO:0019012]		15486256; 16971431
Q5UQF1	YL483_MIMIV	Putative ankyrin repeat protein L483	MIMI_L483	Acanthamoeba polyphaga mimivirus (APMV)	212035	408	45,762					15486256
Q5UQG6	YL494_MIMIV	Uncharacterized protein L494	MIMI_L494	Acanthamoeba polyphaga mimivirus (APMV)	212035	273	31,616					15486256
Q5UQC5	YL228_MIMIV	Uncharacterized protein L228	MIMI_L228	Acanthamoeba polyphaga mimivirus (APMV)	212035	633	74,983					15486256
Q5UQV3	YL371_MIMIV	Putative ankyrin repeat protein L371	MIMI_L371	Acanthamoeba polyphaga mimivirus (APMV)	212035	765	90,161					15486256
Q5UQJ9	YL397_MIMIV	Uncharacterized protein L397	MIMI_L397	Acanthamoeba polyphaga mimivirus (APMV)	212035	585	66,690					15486256
Q5UQL5	YL416_MIMIV	Uncharacterized protein L416	MIMI_L416	Acanthamoeba polyphaga mimivirus (APMV)	212035	105	12,078			integral component of membrane [GO:0016021]		15486256
Q5UQN4	YL432_MIMIV	Uncharacterized protein L432	MIMI_L432	Acanthamoeba polyphaga mimivirus (APMV)	212035	219	25,660				hydrolase activity [GO:0016787]	15486256
Q5UQF9	YL487_MIMIV	Uncharacterized protein L487	MIMI_L487	Acanthamoeba polyphaga mimivirus (APMV)	212035	330	37,712			integral component of membrane [GO:0016021]		15486256
Q5UQ69	YL504_MIMIV	Uncharacterized protein L504	MIMI_L504	Acanthamoeba polyphaga mimivirus (APMV)	212035	406	47,265					15486256
Q5UQ91	YL531_MIMIV	Uncharacterized protein L531	MIMI_L531	Acanthamoeba polyphaga mimivirus (APMV)	212035	304	35,481					15486256
Q5UQ97	YL539_MIMIV	Uncharacterized protein L539	MIMI_L539	Acanthamoeba polyphaga mimivirus (APMV)	212035	275	32,361					15486256
Q5UQA5	YL544_MIMIV	Uncharacterized protein L544	MIMI_L544	Acanthamoeba polyphaga mimivirus (APMV)	212035	387	45,873			virion [GO:0019012]		15486256; 16971431
Q5UR55	YL581_MIMIV	Uncharacterized protein L581	MIMI_L581	Acanthamoeba polyphaga mimivirus (APMV)	212035	742	86,627					15486256
Q5UP53	YL585_MIMIV	Uncharacterized protein L585	MIMI_L585	Acanthamoeba polyphaga mimivirus (APMV)	212035	107	11,789			virion [GO:0019012]		15486256; 16971431
Q5UP48	YL590_MIMIV	Uncharacterized protein L590	MIMI_L590	Acanthamoeba polyphaga mimivirus (APMV)	212035	197	22,940					15486256
Q5UR77	YL631_MIMIV	Uncharacterized protein L631	MIMI_L631	Acanthamoeba polyphaga mimivirus (APMV)	212035	219	24,476			integral component of membrane [GO:0016021]		15486256
Q5UNT0	YL674_MIMIV	Putative BTB/POZ domain-containing protein L674	MIMI_L674	Acanthamoeba polyphaga mimivirus (APMV)	212035	488	57,842					15486256
Q5UNU0	YL676_MIMIV	Uncharacterized protein L676	MIMI_L676	Acanthamoeba polyphaga mimivirus (APMV)	212035	165	19,658					15486256
Q5UQ54	YL712_MIMIV	Uncharacterized protein L712	MIMI_L712	Acanthamoeba polyphaga mimivirus (APMV)	212035	530	61,664				ATP binding [GO:0005524]	15486256
Q5UNW8	YL719_MIMIV	Uncharacterized protein L719	MIMI_L719	Acanthamoeba polyphaga mimivirus (APMV)	212035	343	37,719					15486256
Q5UNX7	YL723_MIMIV	Uncharacterized protein L723	MIMI_L723	Acanthamoeba polyphaga mimivirus (APMV)	212035	222	25,836					15486256
